" Appointment"," OTP"," Member"," Affiliation"," Start date"," End date"," Status"
"Analysis Model Group Coordinator (AMG) // Activities and Detector Projects // Software and Computing // Software","0","PAUL JAMES, Laycock","Brookhaven BNL(United States of America)","2013-07-01","2014-10-01","inactive"
"Core Software Coordinator // Activities and Detector Projects // Software and Computing // Software","0","SCOTT, Snyder","Brookhaven BNL(United States of America)","2015-07-01","2023-09-30","inactive"
"ADC Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","JOHANNES, Elmsheuser","Brookhaven BNL(United States of America)","2019-10-01","2020-09-30","inactive"
"ADC Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ALEXEI, Klimentov","Brookhaven BNL(United States of America)","2010-03-01","2014-02-28","inactive"
"ADC Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","TORRE, Wenaus","Brookhaven BNL(United States of America)","2014-03-01","2016-03-01","inactive"
"ADC Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ALEXEI, Klimentov","Brookhaven BNL(United States of America)","2023-10-01","2024-02-29","inactive"
"ADC development coordinator // Activities and Detector Projects // Software and Computing // ADC","0","TORRE, Wenaus","Brookhaven BNL(United States of America)","2011-03-01","2014-02-28","inactive"
"Data Management Operations coordinator // Activities and Detector Projects // Software and Computing // ADC","","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2017-10-01","2018-09-30","inactive"
"Data Management Operations coordinator // Activities and Detector Projects // Software and Computing // ADC","","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2019-10-01","2020-09-30","inactive"
"Data Management Operations coordinator // Activities and Detector Projects // Software and Computing // ADC","","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2018-10-01","2019-09-30","inactive"
"Data Management Operations coordinator // Activities and Detector Projects // Software and Computing // ADC","","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2016-04-19","2017-09-30","inactive"
"Distributed Production and Analysis coordinator // Activities and Detector Projects // Software and Computing // ADC","","IVAN, Glushkov","Brookhaven BNL(United States of America)","2017-10-01","2023-09-30","inactive"
"Infrastructure and Facilities coordinator // Activities and Detector Projects // Software and Computing // ADC","","XIN, Zhao","Brookhaven BNL(United States of America)","2017-11-01","2020-12-31","inactive"
"Convener of subgroup: Ultra-Peripheral Collisions (UPC) // Activities and Detector Projects // Physics // Physics Analysis Groups // Heavy Ion physics group","","PETER ALAN, Steinberg","Brookhaven BNL(United States of America)","2019-03-01","2021-03-31","inactive"
"Convener of subgroup: Ultra-Peripheral Collisions (UPC) // Activities and Detector Projects // Physics // Physics Analysis Groups // Heavy Ion physics group","","PETER ALAN, Steinberg","Brookhaven BNL(United States of America)","2022-04-01","2024-03-31","inactive"
"EB Scientific Secretary // General // Executive Board // Appointments",".1","HAIDER, Abidi","Brookhaven BNL(United States of America)","2024-04-01","2025-10-31","active"
"Deputy ADC coordinator (discontinued as from 01.10.2019) // Activities and Detector Projects // Software and Computing // ADC","0","JOHANNES, Elmsheuser","Brookhaven BNL(United States of America)","2017-10-01","2019-09-30","inactive"
"Computing Resource Management (CREM) Chair // Activities and Detector Projects // Software and Computing // Computing Resources",".1","ALEXEI, Klimentov","Brookhaven BNL(United States of America)","2020-04-01","2023-10-21","inactive"
"Monitoring Working Group Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","SIARHEI, Padolski","Brookhaven BNL(United States of America)","2019-10-01","2021-12-31","inactive"
"Workflow Management Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ALEXEI, Klimentov","Brookhaven BNL(United States of America)","2017-10-01","2023-09-30","inactive"
"Data Management Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2018-10-01","2019-09-30","inactive"
"Data Management Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2017-10-01","2018-09-30","inactive"
"FTK Run Coordinator // Activities and Detector Projects // Trigger and Data Acquisition (TDAQ) // FTK","0","LIZA, Brost","Brookhaven BNL(United States of America)","2018-01-01","2018-12-31","inactive"
"NSW Integration Coordinator (Electronics) // Activities and Detector Projects // Muon Spectrometer // NSW // Level-3 Coordinators","0","GEORGE, Iakovidis","Brookhaven BNL(United States of America)","2019-06-01","2021-05-31","inactive"
"NSW Integration Coordinator (Electronics) // Activities and Detector Projects // Muon Spectrometer // NSW // Level-3 Coordinators","0","GEORGE, Iakovidis","Brookhaven BNL(United States of America)","2021-06-01","2022-12-31","inactive"
"Early Career Scientist Board (ECSB) member // General // Early Career Scientist Board (ECSB)",".1","CLAIRE, Lee","Brookhaven BNL(United States of America)","2017-03-01","2019-02-28","inactive"
"Deputy FTK Run Coordinator // Activities and Detector Projects // Trigger and Data Acquisition (TDAQ) // FTK","0","LIZA, Brost","Brookhaven BNL(United States of America)","2017-01-01","2017-12-31","inactive"
"Convener Higgs & Diboson Searches (HDBS) WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","VIVIANA, Cavaliere","Brookhaven BNL(United States of America)","2018-10-01","2021-03-31","inactive"
"Convener Higgs & Diboson Searches (HDBS) WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","LIZA, Brost","Brookhaven BNL(United States of America)","2022-10-01","2024-09-30","inactive"
"Statistics Committee Member // Activities and Detector Projects // Physics // Statistics Committee","0","GEORGE, Redlinger","Brookhaven BNL(United States of America)","2018-10-01","2023-02-28","inactive"
"Technical Coordination Board Convener // Activities and Detector Projects // Software and Computing // ADC","0","CEDRIC, Serfon","Brookhaven BNL(United States of America)","2020-04-01","2022-09-30","inactive"
"Muon Speakers Committee Member // Activities and Detector Projects // Muon Spectrometer // General","0","GEORGE, Iakovidis","Brookhaven BNL(United States of America)","2021-03-01","2022-04-30","inactive"
"Convener of subgroup: Di-Higgs (HDBS) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs & Diboson Searches (HDBS) group","0","LIZA, Brost","Brookhaven BNL(United States of America)","2019-01-01","2021-03-31","inactive"
"Review Office Chair // Activities and Detector Projects // Upgrade Coordination // Review Office","0","HUCHENG, Chen","Brookhaven BNL(United States of America)","2019-03-01","2025-02-28","active"
"Convener of subgroup: Jet Definitions and MC Calibration (JetDef) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","0","JENNIFER, Roloff","Brookhaven BNL(United States of America)","2019-10-01","2021-09-30","inactive"
"Project Management Office Leader // Activities and Detector Projects // Upgrade Coordination // Project Management Office","0","SRINI, Rajagopalan","Brookhaven BNL(United States of America)","2019-03-01","2022-09-30","inactive"
"Project Management Office Member // Activities and Detector Projects // Upgrade Coordination // Project Management Office // Level-3 Coordinators","0","GEORGE, Iakovidis","Brookhaven BNL(United States of America)","2019-03-01","2025-02-28","active"
"Project Management Office Member // Activities and Detector Projects // Upgrade Coordination // Project Management Office // Level-3 Coordinators","0","MARC-ANDRE, Pleier","Brookhaven BNL(United States of America)","2019-03-01","2025-02-28","active"
"Electronics Coordinator // Activities and Detector Projects // Upgrade Coordination // Electronics","0","HUCHENG, Chen","Brookhaven BNL(United States of America)","2020-01-01","2021-12-31","inactive"
"Electronics Coordinator // Activities and Detector Projects // Upgrade Coordination // Electronics","0","HUCHENG, Chen","Brookhaven BNL(United States of America)","2022-01-01","2023-12-31","inactive"
"Electronics Coordinator // Activities and Detector Projects // Upgrade Coordination // Electronics","0","HUCHENG, Chen","Brookhaven BNL(United States of America)","2024-01-01","2025-12-31","active"
"Electronics Deputy Coordinator // Activities and Detector Projects // Upgrade Coordination // Electronics","0","HUCHENG, Chen","Brookhaven BNL(United States of America)","2019-06-01","2019-12-31","inactive"
"Physics Office Member // General // Physics Office // Appointments","0","MARC-ANDRE, Pleier","Brookhaven BNL(United States of America)","2014-04-01","2022-12-31","inactive"
"Project Office - Risk Manager // Activities and Detector Projects // Trigger and Data Acquisition (TDAQ) // Phase-II // Project Office Activities","","GEORGE, Redlinger","Brookhaven BNL(United States of America)","2019-03-01","2022-02-28","inactive"
"L0 - Global Trigger Coordinator // Activities and Detector Projects // Trigger and Data Acquisition (TDAQ) // Phase-II // L0 Trigger","","MICHAEL, Begel","Brookhaven BNL(United States of America)","2019-03-01","2027-02-28","active"
"ITk Strip Project Engineer // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips","","GEORGE, Iakovidis","Brookhaven BNL(United States of America)","2024-03-18","2025-09-30","active"
"ITk Strip Local Support Module Mount Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","GABRIELE, D'Amen","Brookhaven BNL(United States of America)","2024-06-24","2025-09-30","active"
"ITk Strip Integration Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","GEORGE, Iakovidis","Brookhaven BNL(United States of America)","2023-04-17","2025-09-30","active"
"ITk Strip Quality Control DAQ Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","STEFANIA ANTONIA, Stucci","Brookhaven BNL(United States of America)","2024-08-26","2025-09-30","active"
"ITk Strip Felix Contact // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","STEFANIA ANTONIA, Stucci","Brookhaven BNL(United States of America)","2019-04-01","2021-09-30","inactive"
"ITk Strip Felix Contact // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","STEFANIA ANTONIA, Stucci","Brookhaven BNL(United States of America)","2021-10-01","2024-08-26","inactive"
"TDAQ Phase-II - Performance, Physics, Event Selection Coordinator // Activities and Detector Projects // Trigger and Data Acquisition (TDAQ) // Phase-II","","LIZA, Brost","Brookhaven BNL(United States of America)","2019-03-01","2022-09-30","inactive"
"Convener LHC Electroweak WG // Activities and Detector Projects // Physics // Physics Analysis Groups // LHC Working Groups","","VASILIKI, Kouskoura","Brookhaven BNL(United States of America)","2015-10-01","2017-09-30","inactive"
"Convener LHC Electroweak WG // Activities and Detector Projects // Physics // Physics Analysis Groups // LHC Working Groups","","ALESSANDRO, Tricoli","Brookhaven BNL(United States of America)","2023-10-01","2025-09-30","active"
"ZDC Upgrade Project Leader // Activities and Detector Projects // Forward Detectors // ZDC",".3","PETER ALAN, Steinberg","Brookhaven BNL(United States of America)","2021-03-01","2023-02-28","inactive"
"ZDC Upgrade Project Leader // Activities and Detector Projects // Forward Detectors // ZDC",".3","PETER ALAN, Steinberg","Brookhaven BNL(United States of America)","2023-03-01","2025-03-31","active"
"Convener LHC Higgs WG // Activities and Detector Projects // Physics // Physics Analysis Groups // LHC Working Groups","","LIZA, Brost","Brookhaven BNL(United States of America)","2024-10-01","2025-09-30","active"
"EF - Calorimeter Trigger Coordinator // Activities and Detector Projects // Trigger and Data Acquisition (TDAQ) // Phase-II // Event Filter","","DENIS, Oliveira Damazio","Brookhaven BNL(United States of America)","2022-02-18","2027-02-28","active"
"LAr Online Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Detector&Operations","","SAHIBJEET, Singh","Brookhaven BNL(United States of America)","2023-03-01","2025-02-28","active"
"LAr Online Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Detector&Operations","","SAHIBJEET, Singh","Brookhaven BNL(United States of America)","2022-09-01","2023-02-28","inactive"
"Pixel Deputy Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","","ANDREA, Sciandra","Brookhaven BNL(United States of America)","2022-10-01","2023-03-31","inactive"
